seq,submitted,processed,returned,result
26975,2019-12-02 22:55:58.177000+00:00,2019-12-02 22:55:58.251000+00:00,2019-12-02 22:55:58.777000+00:00,NO_CHANGE
26990,2019-12-02 22:55:58.777000+00:00,2019-12-02 22:55:58.855000+00:00,2019-12-02 22:55:59.377000+00:00,NO_CHANGE
27004,2019-12-02 22:55:59.378000+00:00,2019-12-02 22:55:59.449000+00:00,2019-12-02 22:55:59.978000+00:00,NO_CHANGE
27019,2019-12-02 22:55:59.979000+00:00,2019-12-02 22:56:00.020000+00:00,2019-12-02 22:56:00.579000+00:00,JUNK_FRAME
27033,2019-12-02 22:56:00.579000+00:00,2019-12-02 22:56:01.123000+00:00,2019-12-02 22:56:01.180000+00:00,SUCCESS
27048,2019-12-02 22:56:01.183000+00:00,2019-12-02 22:56:01.702000+00:00,2019-12-02 22:56:01.783000+00:00,NO_CHANGE
27062,2019-12-02 22:56:01.783000+00:00,2019-12-02 22:56:02.333000+00:00,2019-12-02 22:56:02.383000+00:00,NO_CHANGE
27076,2019-12-02 22:56:02.384000+00:00,2019-12-02 22:56:02.428000+00:00,2019-12-02 22:56:02.984000+00:00,JUNK_FRAME
27091,2019-12-02 22:56:02.984000+00:00,2019-12-02 22:56:03.061000+00:00,2019-12-02 22:56:03.585000+00:00,NO_CHANGE
27105,2019-12-02 22:56:03.585000+00:00,2019-12-02 22:56:03.628000+00:00,2019-12-02 22:56:04.185000+00:00,JUNK_FRAME
27120,2019-12-02 22:56:04.186000+00:00,2019-12-02 22:56:04.235000+00:00,2019-12-02 22:56:04.786000+00:00,JUNK_FRAME
27134,2019-12-02 22:56:04.786000+00:00,2019-12-02 22:56:05.330000+00:00,2019-12-02 22:56:05.387000+00:00,SUCCESS
27149,2019-12-02 22:56:05.391000+00:00,2019-12-02 22:56:05.919000+00:00,2019-12-02 22:56:05.991000+00:00,NO_CHANGE
27163,2019-12-02 22:56:05.991000+00:00,2019-12-02 22:56:06.528000+00:00,2019-12-02 22:56:06.591000+00:00,NO_CHANGE
27177,2019-12-02 22:56:06.592000+00:00,2019-12-02 22:56:06.634000+00:00,2019-12-02 22:56:07.192000+00:00,JUNK_FRAME
27192,2019-12-02 22:56:07.192000+00:00,2019-12-02 22:56:07.263000+00:00,2019-12-02 22:56:07.793000+00:00,NO_CHANGE
27206,2019-12-02 22:56:07.793000+00:00,2019-12-02 22:56:07.867000+00:00,2019-12-02 22:56:08.393000+00:00,NO_CHANGE
27221,2019-12-02 22:56:08.394000+00:00,2019-12-02 22:56:08.468000+00:00,2019-12-02 22:56:08.994000+00:00,NO_CHANGE
27235,2019-12-02 22:56:08.995000+00:00,2019-12-02 22:56:09.071000+00:00,2019-12-02 22:56:09.595000+00:00,NO_CHANGE
27250,2019-12-02 22:56:09.596000+00:00,2019-12-02 22:56:09.654000+00:00,2019-12-02 22:56:10.197000+00:00,JUNK_FRAME
27264,2019-12-02 22:56:10.197000+00:00,2019-12-02 22:56:10.252000+00:00,2019-12-02 22:56:10.797000+00:00,JUNK_FRAME
27278,2019-12-02 22:56:10.798000+00:00,2019-12-02 22:56:11.317000+00:00,2019-12-02 22:56:11.398000+00:00,SUCCESS
27293,2019-12-02 22:56:11.400000+00:00,2019-12-02 22:56:11.933000+00:00,2019-12-02 22:56:11.933000+00:00,NO_CHANGE
27306,2019-12-02 22:56:11.933000+00:00,2019-12-02 22:56:12.455000+00:00,2019-12-02 22:56:12.455000+00:00,NO_CHANGE
27318,2019-12-02 22:56:12.455000+00:00,2019-12-02 22:56:12.498000+00:00,2019-12-02 22:56:12.498000+00:00,JUNK_FRAME
27319,2019-12-02 22:56:12.498000+00:00,2019-12-02 22:56:12.549000+00:00,2019-12-02 22:56:12.549000+00:00,JUNK_FRAME
27320,2019-12-02 22:56:12.550000+00:00,2019-12-02 22:56:12.620000+00:00,2019-12-02 22:56:12.620000+00:00,NO_CHANGE
27322,2019-12-02 22:56:12.620000+00:00,2019-12-02 22:56:12.695000+00:00,2019-12-02 22:56:12.695000+00:00,NO_CHANGE
27324,2019-12-02 22:56:12.695000+00:00,2019-12-02 22:56:12.764000+00:00,2019-12-02 22:56:12.764000+00:00,NO_CHANGE
27326,2019-12-02 22:56:12.764000+00:00,2019-12-02 22:56:12.835000+00:00,2019-12-02 22:56:12.835000+00:00,NO_CHANGE
27327,2019-12-02 22:56:12.835000+00:00,2019-12-02 22:56:12.907000+00:00,2019-12-02 22:56:12.907000+00:00,NO_CHANGE
27329,2019-12-02 22:56:12.907000+00:00,2019-12-02 22:56:12.974000+00:00,2019-12-02 22:56:12.974000+00:00,NO_CHANGE
27331,2019-12-02 22:56:12.974000+00:00,2019-12-02 22:56:13.041000+00:00,2019-12-02 22:56:13.041000+00:00,NO_CHANGE
27332,2019-12-02 22:56:13.041000+00:00,2019-12-02 22:56:13.087000+00:00,2019-12-02 22:56:13.087000+00:00,JUNK_FRAME
27333,2019-12-02 22:56:13.088000+00:00,2019-12-02 22:56:13.131000+00:00,2019-12-02 22:56:13.131000+00:00,JUNK_FRAME
27334,2019-12-02 22:56:13.131000+00:00,2019-12-02 22:56:13.173000+00:00,2019-12-02 22:56:13.174000+00:00,JUNK_FRAME
27335,2019-12-02 22:56:13.174000+00:00,2019-12-02 22:56:13.214000+00:00,2019-12-02 22:56:13.214000+00:00,JUNK_FRAME
27336,2019-12-02 22:56:13.214000+00:00,2019-12-02 22:56:13.254000+00:00,2019-12-02 22:56:13.254000+00:00,JUNK_FRAME
27337,2019-12-02 22:56:13.254000+00:00,2019-12-02 22:56:13.294000+00:00,2019-12-02 22:56:13.294000+00:00,JUNK_FRAME
27338,2019-12-02 22:56:13.294000+00:00,2019-12-02 22:56:13.331000+00:00,2019-12-02 22:56:13.331000+00:00,JUNK_FRAME
27339,2019-12-02 22:56:13.331000+00:00,2019-12-02 22:56:13.373000+00:00,2019-12-02 22:56:13.373000+00:00,JUNK_FRAME
27340,2019-12-02 22:56:13.373000+00:00,2019-12-02 22:56:13.417000+00:00,2019-12-02 22:56:13.417000+00:00,JUNK_FRAME
27341,2019-12-02 22:56:13.417000+00:00,2019-12-02 22:56:13.464000+00:00,2019-12-02 22:56:13.464000+00:00,JUNK_FRAME
27342,2019-12-02 22:56:13.464000+00:00,2019-12-02 22:56:13.516000+00:00,2019-12-02 22:56:13.516000+00:00,JUNK_FRAME
27344,2019-12-02 22:56:13.516000+00:00,2019-12-02 22:56:14.060000+00:00,2019-12-02 22:56:14.060000+00:00,SUCCESS
27357,2019-12-02 22:56:14.062000+00:00,2019-12-02 22:56:14.587000+00:00,2019-12-02 22:56:14.587000+00:00,NO_CHANGE
27369,2019-12-02 22:56:14.587000+00:00,2019-12-02 22:56:15.113000+00:00,2019-12-02 22:56:15.114000+00:00,NO_CHANGE
27382,2019-12-02 22:56:15.114000+00:00,2019-12-02 22:56:15.151000+00:00,2019-12-02 22:56:15.151000+00:00,JUNK_FRAME
27383,2019-12-02 22:56:15.151000+00:00,2019-12-02 22:56:15.188000+00:00,2019-12-02 22:56:15.188000+00:00,JUNK_FRAME
27384,2019-12-02 22:56:15.188000+00:00,2019-12-02 22:56:15.230000+00:00,2019-12-02 22:56:15.230000+00:00,JUNK_FRAME
27385,2019-12-02 22:56:15.230000+00:00,2019-12-02 22:56:15.278000+00:00,2019-12-02 22:56:15.278000+00:00,JUNK_FRAME
27386,2019-12-02 22:56:15.279000+00:00,2019-12-02 22:56:15.326000+00:00,2019-12-02 22:56:15.326000+00:00,JUNK_FRAME
27387,2019-12-02 22:56:15.326000+00:00,2019-12-02 22:56:15.377000+00:00,2019-12-02 22:56:15.377000+00:00,JUNK_FRAME
27388,2019-12-02 22:56:15.377000+00:00,2019-12-02 22:56:15.451000+00:00,2019-12-02 22:56:15.451000+00:00,NO_CHANGE
27390,2019-12-02 22:56:15.451000+00:00,2019-12-02 22:56:15.521000+00:00,2019-12-02 22:56:15.521000+00:00,NO_CHANGE
27392,2019-12-02 22:56:15.521000+00:00,2019-12-02 22:56:15.592000+00:00,2019-12-02 22:56:15.592000+00:00,NO_CHANGE
27393,2019-12-02 22:56:15.592000+00:00,2019-12-02 22:56:15.665000+00:00,2019-12-02 22:56:15.665000+00:00,NO_CHANGE
27395,2019-12-02 22:56:15.665000+00:00,2019-12-02 22:56:15.737000+00:00,2019-12-02 22:56:15.738000+00:00,NO_CHANGE
27397,2019-12-02 22:56:15.738000+00:00,2019-12-02 22:56:15.823000+00:00,2019-12-02 22:56:15.823000+00:00,NO_CHANGE
27399,2019-12-02 22:56:15.823000+00:00,2019-12-02 22:56:15.891000+00:00,2019-12-02 22:56:15.891000+00:00,NO_CHANGE
27401,2019-12-02 22:56:15.891000+00:00,2019-12-02 22:56:15.962000+00:00,2019-12-02 22:56:15.962000+00:00,NO_CHANGE
27402,2019-12-02 22:56:15.962000+00:00,2019-12-02 22:56:16.034000+00:00,2019-12-02 22:56:16.035000+00:00,NO_CHANGE
27404,2019-12-02 22:56:16.035000+00:00,2019-12-02 22:56:16.102000+00:00,2019-12-02 22:56:16.102000+00:00,NO_CHANGE
27406,2019-12-02 22:56:16.102000+00:00,2019-12-02 22:56:16.166000+00:00,2019-12-02 22:56:16.166000+00:00,NO_CHANGE
27407,2019-12-02 22:56:16.166000+00:00,2019-12-02 22:56:16.235000+00:00,2019-12-02 22:56:16.235000+00:00,NO_CHANGE
27409,2019-12-02 22:56:16.235000+00:00,2019-12-02 22:56:16.302000+00:00,2019-12-02 22:56:16.303000+00:00,NO_CHANGE
27411,2019-12-02 22:56:16.303000+00:00,2019-12-02 22:56:16.374000+00:00,2019-12-02 22:56:16.374000+00:00,NO_CHANGE
27412,2019-12-02 22:56:16.374000+00:00,2019-12-02 22:56:16.447000+00:00,2019-12-02 22:56:16.447000+00:00,NO_CHANGE
27414,2019-12-02 22:56:16.447000+00:00,2019-12-02 22:56:16.520000+00:00,2019-12-02 22:56:16.520000+00:00,NO_CHANGE
27416,2019-12-02 22:56:16.520000+00:00,2019-12-02 22:56:16.589000+00:00,2019-12-02 22:56:16.590000+00:00,NO_CHANGE
27417,2019-12-02 22:56:16.590000+00:00,2019-12-02 22:56:16.661000+00:00,2019-12-02 22:56:16.661000+00:00,NO_CHANGE
27419,2019-12-02 22:56:16.661000+00:00,2019-12-02 22:56:16.727000+00:00,2019-12-02 22:56:16.727000+00:00,NO_CHANGE
27421,2019-12-02 22:56:16.727000+00:00,2019-12-02 22:56:16.800000+00:00,2019-12-02 22:56:16.800000+00:00,NO_CHANGE
27422,2019-12-02 22:56:16.800000+00:00,2019-12-02 22:56:16.872000+00:00,2019-12-02 22:56:16.873000+00:00,NO_CHANGE
27424,2019-12-02 22:56:16.873000+00:00,2019-12-02 22:56:16.943000+00:00,2019-12-02 22:56:16.943000+00:00,NO_CHANGE
27426,2019-12-02 22:56:16.944000+00:00,2019-12-02 22:56:16.990000+00:00,2019-12-02 22:56:16.990000+00:00,JUNK_FRAME
27427,2019-12-02 22:56:16.990000+00:00,2019-12-02 22:56:17.034000+00:00,2019-12-02 22:56:17.034000+00:00,JUNK_FRAME
27428,2019-12-02 22:56:17.034000+00:00,2019-12-02 22:56:17.075000+00:00,2019-12-02 22:56:17.075000+00:00,JUNK_FRAME
27429,2019-12-02 22:56:17.076000+00:00,2019-12-02 22:56:17.119000+00:00,2019-12-02 22:56:17.119000+00:00,JUNK_FRAME
27430,2019-12-02 22:56:17.119000+00:00,2019-12-02 22:56:17.157000+00:00,2019-12-02 22:56:17.157000+00:00,JUNK_FRAME
27431,2019-12-02 22:56:17.158000+00:00,2019-12-02 22:56:17.197000+00:00,2019-12-02 22:56:17.197000+00:00,JUNK_FRAME
27432,2019-12-02 22:56:17.197000+00:00,2019-12-02 22:56:17.236000+00:00,2019-12-02 22:56:17.236000+00:00,JUNK_FRAME
27433,2019-12-02 22:56:17.236000+00:00,2019-12-02 22:56:17.274000+00:00,2019-12-02 22:56:17.274000+00:00,JUNK_FRAME
27434,2019-12-02 22:56:17.274000+00:00,2019-12-02 22:56:17.312000+00:00,2019-12-02 22:56:17.312000+00:00,JUNK_FRAME
27435,2019-12-02 22:56:17.312000+00:00,2019-12-02 22:56:17.351000+00:00,2019-12-02 22:56:17.351000+00:00,JUNK_FRAME
27436,2019-12-02 22:56:17.351000+00:00,2019-12-02 22:56:17.389000+00:00,2019-12-02 22:56:17.389000+00:00,JUNK_FRAME
27437,2019-12-02 22:56:17.389000+00:00,2019-12-02 22:56:17.438000+00:00,2019-12-02 22:56:17.439000+00:00,JUNK_FRAME
27438,2019-12-02 22:56:17.439000+00:00,2019-12-02 22:56:17.486000+00:00,2019-12-02 22:56:17.486000+00:00,JUNK_FRAME
27439,2019-12-02 22:56:17.487000+00:00,2019-12-02 22:56:18.048000+00:00,2019-12-02 22:56:18.048000+00:00,SUCCESS
27452,2019-12-02 22:56:18.051000+00:00,2019-12-02 22:56:18.595000+00:00,2019-12-02 22:56:18.596000+00:00,NO_CHANGE
27466,2019-12-02 22:56:18.596000+00:00,2019-12-02 22:56:18.643000+00:00,2019-12-02 22:56:18.643000+00:00,JUNK_FRAME
27467,2019-12-02 22:56:18.643000+00:00,2019-12-02 22:56:18.688000+00:00,2019-12-02 22:56:18.688000+00:00,JUNK_FRAME
27468,2019-12-02 22:56:18.688000+00:00,2019-12-02 22:56:18.727000+00:00,2019-12-02 22:56:18.727000+00:00,JUNK_FRAME
27469,2019-12-02 22:56:18.727000+00:00,2019-12-02 22:56:18.765000+00:00,2019-12-02 22:56:18.765000+00:00,JUNK_FRAME
27470,2019-12-02 22:56:18.765000+00:00,2019-12-02 22:56:18.803000+00:00,2019-12-02 22:56:18.803000+00:00,JUNK_FRAME
27471,2019-12-02 22:56:18.803000+00:00,2019-12-02 22:56:18.839000+00:00,2019-12-02 22:56:18.839000+00:00,JUNK_FRAME
27472,2019-12-02 22:56:18.845000+00:00,2019-12-02 22:56:18.882000+00:00,2019-12-02 22:56:18.882000+00:00,JUNK_FRAME
27473,2019-12-02 22:56:18.886000+00:00,2019-12-02 22:56:18.926000+00:00,2019-12-02 22:56:18.926000+00:00,JUNK_FRAME
27474,2019-12-02 22:56:18.929000+00:00,2019-12-02 22:56:18.977000+00:00,2019-12-02 22:56:18.977000+00:00,JUNK_FRAME
27475,2019-12-02 22:56:18.977000+00:00,2019-12-02 22:56:19.015000+00:00,2019-12-02 22:56:19.015000+00:00,JUNK_FRAME
27476,2019-12-02 22:56:19.015000+00:00,2019-12-02 22:56:19.052000+00:00,2019-12-02 22:56:19.052000+00:00,JUNK_FRAME
27477,2019-12-02 22:56:19.054000+00:00,2019-12-02 22:56:19.093000+00:00,2019-12-02 22:56:19.093000+00:00,JUNK_FRAME
27478,2019-12-02 22:56:19.093000+00:00,2019-12-02 22:56:19.129000+00:00,2019-12-02 22:56:19.129000+00:00,JUNK_FRAME
27479,2019-12-02 22:56:19.137000+00:00,2019-12-02 22:56:19.175000+00:00,2019-12-02 22:56:19.175000+00:00,JUNK_FRAME
27480,2019-12-02 22:56:19.177000+00:00,2019-12-02 22:56:19.219000+00:00,2019-12-02 22:56:19.219000+00:00,JUNK_FRAME
27481,2019-12-02 22:56:19.222000+00:00,2019-12-02 22:56:19.266000+00:00,2019-12-02 22:56:19.266000+00:00,JUNK_FRAME
27482,2019-12-02 22:56:19.267000+00:00,2019-12-02 22:56:19.306000+00:00,2019-12-02 22:56:19.306000+00:00,JUNK_FRAME
27483,2019-12-02 22:56:19.306000+00:00,2019-12-02 22:56:19.346000+00:00,2019-12-02 22:56:19.346000+00:00,JUNK_FRAME
27484,2019-12-02 22:56:19.346000+00:00,2019-12-02 22:56:19.389000+00:00,2019-12-02 22:56:19.389000+00:00,JUNK_FRAME
27485,2019-12-02 22:56:19.389000+00:00,2019-12-02 22:56:19.432000+00:00,2019-12-02 22:56:19.432000+00:00,JUNK_FRAME
27486,2019-12-02 22:56:19.432000+00:00,2019-12-02 22:56:19.473000+00:00,2019-12-02 22:56:19.473000+00:00,JUNK_FRAME
27487,2019-12-02 22:56:19.473000+00:00,2019-12-02 22:56:19.520000+00:00,2019-12-02 22:56:19.520000+00:00,JUNK_FRAME
27488,2019-12-02 22:56:19.520000+00:00,2019-12-02 22:56:19.565000+00:00,2019-12-02 22:56:19.565000+00:00,JUNK_FRAME
27489,2019-12-02 22:56:19.565000+00:00,2019-12-02 22:56:19.620000+00:00,2019-12-02 22:56:19.620000+00:00,JUNK_FRAME
27490,2019-12-02 22:56:19.621000+00:00,2019-12-02 22:56:19.695000+00:00,2019-12-02 22:56:19.695000+00:00,NO_CHANGE
27492,2019-12-02 22:56:19.695000+00:00,2019-12-02 22:56:19.765000+00:00,2019-12-02 22:56:19.766000+00:00,NO_CHANGE
27494,2019-12-02 22:56:19.766000+00:00,2019-12-02 22:56:19.849000+00:00,2019-12-02 22:56:19.849000+00:00,NO_CHANGE
27496,2019-12-02 22:56:19.849000+00:00,2019-12-02 22:56:19.919000+00:00,2019-12-02 22:56:19.919000+00:00,NO_CHANGE
27497,2019-12-02 22:56:19.919000+00:00,2019-12-02 22:56:19.985000+00:00,2019-12-02 22:56:19.985000+00:00,NO_CHANGE
27499,2019-12-02 22:56:19.985000+00:00,2019-12-02 22:56:20.053000+00:00,2019-12-02 22:56:20.053000+00:00,NO_CHANGE
27501,2019-12-02 22:56:20.054000+00:00,2019-12-02 22:56:20.121000+00:00,2019-12-02 22:56:20.121000+00:00,NO_CHANGE
27502,2019-12-02 22:56:20.121000+00:00,2019-12-02 22:56:20.192000+00:00,2019-12-02 22:56:20.192000+00:00,NO_CHANGE
27504,2019-12-02 22:56:20.192000+00:00,2019-12-02 22:56:20.258000+00:00,2019-12-02 22:56:20.258000+00:00,NO_CHANGE
27505,2019-12-02 22:56:20.258000+00:00,2019-12-02 22:56:20.326000+00:00,2019-12-02 22:56:20.326000+00:00,NO_CHANGE
27507,2019-12-02 22:56:20.326000+00:00,2019-12-02 22:56:20.394000+00:00,2019-12-02 22:56:20.394000+00:00,NO_CHANGE
27509,2019-12-02 22:56:20.394000+00:00,2019-12-02 22:56:20.459000+00:00,2019-12-02 22:56:20.459000+00:00,NO_CHANGE
27510,2019-12-02 22:56:20.459000+00:00,2019-12-02 22:56:20.531000+00:00,2019-12-02 22:56:20.531000+00:00,NO_CHANGE
27512,2019-12-02 22:56:20.531000+00:00,2019-12-02 22:56:20.599000+00:00,2019-12-02 22:56:20.599000+00:00,NO_CHANGE
27514,2019-12-02 22:56:20.599000+00:00,2019-12-02 22:56:20.665000+00:00,2019-12-02 22:56:20.665000+00:00,NO_CHANGE
27515,2019-12-02 22:56:20.665000+00:00,2019-12-02 22:56:20.732000+00:00,2019-12-02 22:56:20.732000+00:00,NO_CHANGE
27517,2019-12-02 22:56:20.732000+00:00,2019-12-02 22:56:20.797000+00:00,2019-12-02 22:56:20.797000+00:00,NO_CHANGE
27518,2019-12-02 22:56:20.797000+00:00,2019-12-02 22:56:20.866000+00:00,2019-12-02 22:56:20.866000+00:00,NO_CHANGE
27520,2019-12-02 22:56:20.866000+00:00,2019-12-02 22:56:20.914000+00:00,2019-12-02 22:56:20.914000+00:00,JUNK_FRAME
27521,2019-12-02 22:56:20.915000+00:00,2019-12-02 22:56:20.964000+00:00,2019-12-02 22:56:20.964000+00:00,JUNK_FRAME
27522,2019-12-02 22:56:20.964000+00:00,2019-12-02 22:56:21.009000+00:00,2019-12-02 22:56:21.009000+00:00,JUNK_FRAME
27523,2019-12-02 22:56:21.009000+00:00,2019-12-02 22:56:21.050000+00:00,2019-12-02 22:56:21.050000+00:00,JUNK_FRAME
27524,2019-12-02 22:56:21.051000+00:00,2019-12-02 22:56:21.096000+00:00,2019-12-02 22:56:21.096000+00:00,JUNK_FRAME
27526,2019-12-02 22:56:21.096000+00:00,2019-12-02 22:56:21.137000+00:00,2019-12-02 22:56:21.137000+00:00,JUNK_FRAME
27527,2019-12-02 22:56:21.137000+00:00,2019-12-02 22:56:21.182000+00:00,2019-12-02 22:56:21.182000+00:00,JUNK_FRAME
27528,2019-12-02 22:56:21.182000+00:00,2019-12-02 22:56:21.217000+00:00,2019-12-02 22:56:21.217000+00:00,JUNK_FRAME
27529,2019-12-02 22:56:21.222000+00:00,2019-12-02 22:56:21.261000+00:00,2019-12-02 22:56:21.261000+00:00,JUNK_FRAME
27530,2019-12-02 22:56:21.261000+00:00,2019-12-02 22:56:21.299000+00:00,2019-12-02 22:56:21.299000+00:00,JUNK_FRAME
27531,2019-12-02 22:56:21.303000+00:00,2019-12-02 22:56:21.347000+00:00,2019-12-02 22:56:21.347000+00:00,JUNK_FRAME
27532,2019-12-02 22:56:21.347000+00:00,2019-12-02 22:56:21.387000+00:00,2019-12-02 22:56:21.387000+00:00,JUNK_FRAME
27533,2019-12-02 22:56:21.388000+00:00,2019-12-02 22:56:21.431000+00:00,2019-12-02 22:56:21.431000+00:00,JUNK_FRAME
27534,2019-12-02 22:56:21.431000+00:00,2019-12-02 22:56:21.480000+00:00,2019-12-02 22:56:21.480000+00:00,JUNK_FRAME
27535,2019-12-02 22:56:21.480000+00:00,2019-12-02 22:56:21.532000+00:00,2019-12-02 22:56:21.532000+00:00,JUNK_FRAME
27536,2019-12-02 22:56:21.532000+00:00,2019-12-02 22:56:22.072000+00:00,2019-12-02 22:56:22.072000+00:00,SUCCESS
27549,2019-12-02 22:56:22.074000+00:00,2019-12-02 22:56:22.596000+00:00,2019-12-02 22:56:22.596000+00:00,NO_CHANGE
27562,2019-12-02 22:56:22.596000+00:00,2019-12-02 22:56:23.113000+00:00,2019-12-02 22:56:23.113000+00:00,NO_CHANGE
27574,2019-12-02 22:56:23.114000+00:00,2019-12-02 22:56:23.153000+00:00,2019-12-02 22:56:23.153000+00:00,JUNK_FRAME
27575,2019-12-02 22:56:23.153000+00:00,2019-12-02 22:56:23.198000+00:00,2019-12-02 22:56:23.198000+00:00,JUNK_FRAME
27576,2019-12-02 22:56:23.198000+00:00,2019-12-02 22:56:23.238000+00:00,2019-12-02 22:56:23.238000+00:00,JUNK_FRAME
27577,2019-12-02 22:56:23.238000+00:00,2019-12-02 22:56:23.277000+00:00,2019-12-02 22:56:23.277000+00:00,JUNK_FRAME
27578,2019-12-02 22:56:23.277000+00:00,2019-12-02 22:56:23.321000+00:00,2019-12-02 22:56:23.321000+00:00,JUNK_FRAME
27579,2019-12-02 22:56:23.321000+00:00,2019-12-02 22:56:23.365000+00:00,2019-12-02 22:56:23.365000+00:00,JUNK_FRAME
27580,2019-12-02 22:56:23.365000+00:00,2019-12-02 22:56:23.417000+00:00,2019-12-02 22:56:23.417000+00:00,JUNK_FRAME
27581,2019-12-02 22:56:23.417000+00:00,2019-12-02 22:56:23.502000+00:00,2019-12-02 22:56:23.502000+00:00,JUNK_FRAME
27583,2019-12-02 22:56:23.502000+00:00,2019-12-02 22:56:23.573000+00:00,2019-12-02 22:56:23.574000+00:00,NO_CHANGE
27585,2019-12-02 22:56:23.574000+00:00,2019-12-02 22:56:23.646000+00:00,2019-12-02 22:56:23.646000+00:00,NO_CHANGE
27587,2019-12-02 22:56:23.646000+00:00,2019-12-02 22:56:23.713000+00:00,2019-12-02 22:56:23.713000+00:00,NO_CHANGE
27588,2019-12-02 22:56:23.714000+00:00,2019-12-02 22:56:23.793000+00:00,2019-12-02 22:56:23.794000+00:00,NO_CHANGE
27590,2019-12-02 22:56:23.794000+00:00,2019-12-02 22:56:23.862000+00:00,2019-12-02 22:56:23.862000+00:00,NO_CHANGE
27592,2019-12-02 22:56:23.862000+00:00,2019-12-02 22:56:23.931000+00:00,2019-12-02 22:56:23.931000+00:00,NO_CHANGE
27594,2019-12-02 22:56:23.931000+00:00,2019-12-02 22:56:24+00:00,2019-12-02 22:56:24+00:00,NO_CHANGE
27595,2019-12-02 22:56:24.001000+00:00,2019-12-02 22:56:24.069000+00:00,2019-12-02 22:56:24.069000+00:00,NO_CHANGE
27597,2019-12-02 22:56:24.069000+00:00,2019-12-02 22:56:24.138000+00:00,2019-12-02 22:56:24.138000+00:00,NO_CHANGE
27599,2019-12-02 22:56:24.138000+00:00,2019-12-02 22:56:24.208000+00:00,2019-12-02 22:56:24.208000+00:00,NO_CHANGE
27600,2019-12-02 22:56:24.208000+00:00,2019-12-02 22:56:24.279000+00:00,2019-12-02 22:56:24.279000+00:00,NO_CHANGE
27602,2019-12-02 22:56:24.279000+00:00,2019-12-02 22:56:24.349000+00:00,2019-12-02 22:56:24.349000+00:00,NO_CHANGE
27604,2019-12-02 22:56:24.350000+00:00,2019-12-02 22:56:24.416000+00:00,2019-12-02 22:56:24.416000+00:00,NO_CHANGE
27605,2019-12-02 22:56:24.416000+00:00,2019-12-02 22:56:24.487000+00:00,2019-12-02 22:56:24.487000+00:00,NO_CHANGE
27607,2019-12-02 22:56:24.488000+00:00,2019-12-02 22:56:24.554000+00:00,2019-12-02 22:56:24.554000+00:00,NO_CHANGE
27609,2019-12-02 22:56:24.554000+00:00,2019-12-02 22:56:24.620000+00:00,2019-12-02 22:56:24.620000+00:00,NO_CHANGE
27610,2019-12-02 22:56:24.620000+00:00,2019-12-02 22:56:24.687000+00:00,2019-12-02 22:56:24.687000+00:00,NO_CHANGE
27612,2019-12-02 22:56:24.687000+00:00,2019-12-02 22:56:24.754000+00:00,2019-12-02 22:56:24.754000+00:00,NO_CHANGE
27613,2019-12-02 22:56:24.754000+00:00,2019-12-02 22:56:24.825000+00:00,2019-12-02 22:56:24.825000+00:00,NO_CHANGE
27615,2019-12-02 22:56:24.825000+00:00,2019-12-02 22:56:24.899000+00:00,2019-12-02 22:56:24.899000+00:00,NO_CHANGE
27617,2019-12-02 22:56:24.900000+00:00,2019-12-02 22:56:24.969000+00:00,2019-12-02 22:56:24.969000+00:00,NO_CHANGE
27619,2019-12-02 22:56:24.969000+00:00,2019-12-02 22:56:25.039000+00:00,2019-12-02 22:56:25.039000+00:00,NO_CHANGE
27620,2019-12-02 22:56:25.040000+00:00,2019-12-02 22:56:25.109000+00:00,2019-12-02 22:56:25.109000+00:00,NO_CHANGE
27622,2019-12-02 22:56:25.109000+00:00,2019-12-02 22:56:25.182000+00:00,2019-12-02 22:56:25.182000+00:00,NO_CHANGE
27624,2019-12-02 22:56:25.183000+00:00,2019-12-02 22:56:25.257000+00:00,2019-12-02 22:56:25.257000+00:00,NO_CHANGE
27625,2019-12-02 22:56:25.257000+00:00,2019-12-02 22:56:25.329000+00:00,2019-12-02 22:56:25.329000+00:00,NO_CHANGE
27627,2019-12-02 22:56:25.329000+00:00,2019-12-02 22:56:25.395000+00:00,2019-12-02 22:56:25.395000+00:00,NO_CHANGE
27629,2019-12-02 22:56:25.395000+00:00,2019-12-02 22:56:25.459000+00:00,2019-12-02 22:56:25.459000+00:00,NO_CHANGE
27630,2019-12-02 22:56:25.460000+00:00,2019-12-02 22:56:25.528000+00:00,2019-12-02 22:56:25.528000+00:00,NO_CHANGE
27632,2019-12-02 22:56:25.528000+00:00,2019-12-02 22:56:25.597000+00:00,2019-12-02 22:56:25.597000+00:00,NO_CHANGE
27634,2019-12-02 22:56:25.598000+00:00,2019-12-02 22:56:25.663000+00:00,2019-12-02 22:56:25.663000+00:00,NO_CHANGE
27635,2019-12-02 22:56:25.664000+00:00,2019-12-02 22:56:25.732000+00:00,2019-12-02 22:56:25.732000+00:00,NO_CHANGE
27637,2019-12-02 22:56:25.732000+00:00,2019-12-02 22:56:25.806000+00:00,2019-12-02 22:56:25.806000+00:00,NO_CHANGE
27639,2019-12-02 22:56:25.806000+00:00,2019-12-02 22:56:25.874000+00:00,2019-12-02 22:56:25.874000+00:00,NO_CHANGE
27640,2019-12-02 22:56:25.874000+00:00,2019-12-02 22:56:25.947000+00:00,2019-12-02 22:56:25.947000+00:00,NO_CHANGE
